index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province
241,rockyview general hospital,general,Hospitals,Public Health Agency of Canada,,7007,14 st sw,T2V1P9,calgary,ab
242,rockyview surgical centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2V4R6,calgary,ab
243,royal alexandra hospital,general,Hospitals,Public Health Agency of Canada,,10240,kingsway ave,T5H3V9,edmonton,ab
244,royal view surgi-centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T3E7E6,calgary,ab
245,sacred heart community health centre,general,Hospitals,Public Health Agency of Canada,,350,3 ave,T0H2L0,mclennan,ab
246,salem manor nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T9E6L2,leduc,ab
247,santé surgi-centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T1B4E7,medicine hat,ab
248,seton (jasper) healthcare centre,,Hospitals,Canadian Institute for Health Information,,518,robson street,T0E1E0,jasper,ab
249,sheldon m. chumir health centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2R0X7,calgary,ab
250,shepherd’s care foundation — eden house,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6J5S4,edmonton,ab
251,shepherd’s care foundation — kensington campus,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5L5B1,edmonton,ab
252,shepherd’s care foundation — millwoods campus,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6K2R1,edmonton,ab
253,sherwood care,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T8A0X1,sherwood park,ab
254,slave lake associate medical clinic,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T0G2A2,slave lake,ab
255,slave lake healthcare centre,general,Hospitals,Public Health Agency of Canada,,309,6 st ne,T0G2A2,slave lake,ab
256,smoky lake (george mcdougall memorial) healthcare centre,general,Hospitals,Public Health Agency of Canada,,4212,55 ave,T0A3C0,smoky lake,ab
257,smoky lake continuing care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0A3C0,smoky lake,ab
258,smoky lake healthcare centre,,Hospitals,Canadian Institute for Health Information,,4212,55 avenue,T0A3C0,smoky lake,ab
259,south calgary health centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2X3W5,calgary,ab
260,south calgary oral and maxillofacial surgery,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2W4Y1,calgary,ab
261,south edmonton oral surgery,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T6H5P9,edmonton,ab
262,south health campus,,Hospitals,Province of Alberta,,4448,front street se,T3M1M4,calgary,ab
263,southern alberta eye centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2H0C8,calgary,ab
264,southern alberta forensic psychiatric centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T3R1J3,calgary,ab
265,st. joseph's general hospital - vegreville,general,Hospitals,Public Health Agency of Canada,,5241,43 st,T9C1R5,vegreville,ab
266,st. joseph’s general hospital,,Hospitals,Province of Alberta,,5241,43 street,T9C1R5,vegreville,ab
267,st. mary's camrose,general,Hospitals,Public Health Agency of Canada,,4607,53 st,T4V1Y5,camrose,ab
268,st. mary’s hospital,,Hospitals,Province of Alberta,,4607,53 street,T4V1Y5,camrose,ab
269,st. michael’s long term care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5C3H7,edmonton,ab
270,st. paul healthcare centre,general,Hospitals,Public Health Agency of Canada,,4713,48 ave,T0A3A3,st paul,ab
271,st. theresa general hospital,general,Hospitals,Public Health Agency of Canada,,4506,46 ave,T0H1N0,fort vermilion,ab
272,st. therese-st. paul healthcare centre,,Hospitals,Canadian Institute for Health Information,,4713,48 avenue,T0A3A3,st paul,ab
273,stettler hospital & care centre,general,Hospitals,Public Health Agency of Canada,,5912,47 ave,T0C2L0,stettler,ab
274,steve bureau oral & maxillofacial surgery,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T3A2N1,calgary,ab
275,stollery children’s hospital,,Hospitals,Province of Alberta,,8440,112 street,T6G2B7,edmonton,ab
276,strathcona community hospital,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T8H0J3,sherwood park,ab
277,strathmore district health services,general,Hospitals,Public Health Agency of Canada,,200,brent blvd,T1P1J9,strathmore,ab
278,sturgeon community hospital,general,Hospitals,Public Health Agency of Canada,,201,boudreau rd,T8N6C4,st albert,ab
279,sundre hospital & care centre,general,Hospitals,Public Health Agency of Canada,,709,1 st ne,T0M1X0,sundre,ab
280,sunnyside care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T1A5G1,medicine hat,ab
281,sunridge medical gallery — general ambulatory,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T1Y7M9,calgary,ab
282,sunridge medical gallery — mental health,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T1Y7M8,calgary,ab
283,swan hills healthcare centre,general,Hospitals,Public Health Agency of Canada,,29,freeman dr,T0G2C0,swan hills,ab
284,sylvan lake community health centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T4S1M7,sylvan lake,ab
285,taber health centre,general,Hospitals,Public Health Agency of Canada,,4326,50 ave,T1G1N9,taber,ab
286,the bethany group — bethany meadows,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4V1Y6,camrose,ab
287,the bethany group — louise jensen care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4V4P8,camrose,ab
288,the bethany group — rosehaven care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4V1Y6,camrose,ab
289,the brenda strafford foundation ltd. — bow view manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3B0K7,calgary,ab
290,the brenda strafford foundation ltd. — clifton manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2A0A8,calgary,ab
291,the brenda strafford foundation ltd. — wentworth manor - the court,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3H3M2,calgary,ab
292,the good samaritan society — dr. gerald zetter care centre,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,,9649,71 ave,T6E5J2,edmonton,ab
293,the good samaritan society — mill woods centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6L7A4,edmonton,ab
294,the good samaritan society — pembina village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0E0T0,evansburg,ab
295,the good samaritan society — rocky mountain house clearwater centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4T1W2,rocky mountain house,ab
296,the good samaritan society — south ridge village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T1B4P1,medicine hat,ab
297,the good samaritan society — southgate care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6J2P1,edmonton,ab
298,the good samaritan society — stony plain care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T7Z1P9,stony plain,ab
299,three hills health centre,general,Hospitals,Public Health Agency of Canada,,1504,2 st n,T0M2A0,three hills,ab
300,tofield health centre,general,Hospitals,Public Health Agency of Canada,,5543,44 st,T0B4J0,tofield,ab
301,tom baker cancer centre,cancer,Hospitals,Public Health Agency of Canada,,1331,29 st nw,T2N4N2,calgary,ab
302,totalcardiology rehabilitation inc.,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2G5B6,calgary,ab
303,touchan oral and maxillofacial surgery,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2A5H5,calgary,ab
304,touchmark at wedgewood,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6M2Y5,edmonton,ab
305,travois holdings ltd. — glamorgan care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3E4Z5,calgary,ab
306,travois holdings ltd. — mayfair care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2V2X1,calgary,ab
307,two hills health centre,general,Hospitals,Public Health Agency of Canada,,4401,53 ave,T0B4K0,two hills,ab
308,university of alberta hospital,,Hospitals,Province of Alberta,,8440,112 street,T6G2B7,edmonton,ab
309,university of alberta hospital and stollery children's hospital,general,Hospitals,Public Health Agency of Canada,,8440,112 st,T6G2B7,edmonton,ab
310,valleyview health centre,general,Hospitals,Public Health Agency of Canada,,4802,highway st e,T0H3N0,valleyview,ab
311,vegreville care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T9C0A1,vegreville,ab
312,venta care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5E4K3,edmonton,ab
313,vermilion health centre,general,Hospitals,Public Health Agency of Canada,,5720,50 ave,T9X1K7,vermilion,ab
314,viking health centre,general,Hospitals,Public Health Agency of Canada,,5110,57 ave,T0B4N0,viking,ab
315,vista dental,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T1B4Y2,medicine hat,ab
316,vulcan community health centre,general,Hospitals,Public Health Agency of Canada,,610,elizabeth st s,T0L2B0,vulcan,ab
317,wabasca/desmarais healthcare centre,,Ambulatory health care services,Province of Alberta,,881,mistassiniy road,T0G2K0,wabasca,ab
318,wainwright health centre,general,Hospitals,Public Health Agency of Canada,,530,6 ave,T9W1R6,wainwright,ab
319,weiss clinic,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T6W2Z8,edmonton,ab
320,westlock healthcare centre (h),general,Hospitals,Public Health Agency of Canada,,10220,93 st,T7P2G4,westlock,ab
321,westview care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0M1J0,linden,ab
322,westview health centre,general,Hospitals,Public Health Agency of Canada,,4405,south park dr,T7Z2M7,stony plain,ab
323,westview health centre - stony plain,,Ambulatory health care services,Province of Alberta,,4405,south park drive,T7Z2M7,stony plain,ab
324,wetaskiwin hospital & care centre,general,Hospitals,Public Health Agency of Canada,,6910,47 st,T9A3N3,wetaskiwin,ab
325,whitecourt healthcare centre,general,Hospitals,Public Health Agency of Canada,,20,sunset blvd,T7S1M8,whitecourt,ab
326,william j. cadzow - lac la biche healthcare centre,,Ambulatory health care services,Province of Alberta,,9110,93 street,T0A2C0,lac la biche,ab
327,willingdon community health clinic,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T0B4R0,willingdon,ab
328,willow creek continuing care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0L0T0,claresholm,ab
329,wing kei — care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2E2R4,calgary,ab
330,wing kei — greenview,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2E7Y6,calgary,ab
331,woman’s health options ltd.,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T5M4A7,edmonton,ab
332,100 mile district general hospital,general,Hospitals,Public Health Agency of Canada,,555,cedar ave,V0K2E0,100 mile house,bc
333,115th residence,,Nursing and residential care facilities,Province of British Columbia,,1629,115 ave,V1G3C7,dawson creek,bc
334,11a home,,Nursing and residential care facilities,Province of British Columbia,,5145,11a ave,V4M1Z7,delta,bc
335,1220 east 14th,,Nursing and residential care facilities,Province of British Columbia,,1220,14 st e,V7J1K2,north vancouver,bc
